total_index,keyword_source,full_name,html_url,create_date,update_date,pushed_date,language,stars,forks,watchers,open_issues,is_fork,topics,description
0,"""explainable AI""",ArrasL/LRP_for_LSTM,https://github.com/ArrasL/LRP_for_LSTM,2017-06-21T13:59:15+00:00,2025-05-18T13:32:45+00:00,2020-04-24T11:51:29+00:00,Python,225,61,225,3,False,"['recurrent-neural-networks', 'lstms', 'interpretability', 'xai']",Layer-wise Relevance Propagation (LRP) for LSTMs.
1,"""explainable AI""",logangraham/arXausality,https://github.com/logangraham/arXausality,2017-11-27T17:17:48+00:00,2025-02-06T13:59:58+00:00,2020-09-10T14:09:20+00:00,Python,416,51,416,0,False,[],A every-so-often-updated collection of every causality + machine learning paper submitted to arXiv in the recent past.
2,"""explainable AI""",sony/nnabla-examples,https://github.com/sony/nnabla-examples,2017-11-05T23:30:40+00:00,2025-05-17T16:17:13+00:00,2024-06-24T02:34:37+00:00,Python,305,95,305,18,False,[],Neural Network Libraries https://nnabla.org/ - Examples
3,"""explainable AI""",lopusz/awesome-interpretable-machine-learning,https://github.com/lopusz/awesome-interpretable-machine-learning,2017-12-27T16:21:24+00:00,2025-05-19T18:22:31+00:00,2023-03-19T09:28:48+00:00,Python,915,139,915,1,False,"['interpretable-machine-learning', 'interpretable-ml', 'interpretable-ai', 'xai', 'explainable-ai', 'machine-learning', 'data-science']",
4,"""explainable AI""",MarcelRobeer/ContrastiveExplanation,https://github.com/MarcelRobeer/ContrastiveExplanation,2018-07-09T13:44:54+00:00,2024-11-06T14:34:38+00:00,2023-01-31T12:03:11+00:00,Python,45,4,45,2,False,"['interpretability', 'machine-learning', 'contrastive-explanations', 'foil', 'model-agnostic', 'explainable-ai']","Contrastive Explanation (Foil Trees), developed at TNO/Utrecht University"
5,"""explainable AI""",EthicalML/xai,https://github.com/EthicalML/xai,2019-01-11T20:00:09+00:00,2025-05-20T01:49:05+00:00,2021-10-30T06:35:19+00:00,Python,1171,179,1171,4,False,"['explainability', 'xai', 'ml', 'ai', 'bias', 'artificial-intelligence', 'bias-evaluation', 'explainable-ai', 'explainable-ml', 'machine-learning', 'machine-learning-explainability', 'interpretability', 'xai-library', 'evaluation', 'imbalance', 'upsampling', 'downsampling', 'feature-importance']",XAI - An eXplainability toolbox for machine learning
6,"""explainable AI""",Nicholasli1995/VisualizingNDF,https://github.com/Nicholasli1995/VisualizingNDF,2019-03-11T12:28:20+00:00,2024-07-17T15:49:42+00:00,2022-03-12T06:32:59+00:00,Python,70,20,70,0,False,"['machine-learning', 'visualization', 'deep-learning', 'computer-vision', 'imageclassification', 'mnist', 'age-estimation', 'cifar10']","Official PyTorch implementation of ""Visualizing the Decision-making Process in Deep Neural Decision Forest"", CVPR 2019 Workshops on Explainable AI "
7,"""explainable AI""",JindongGu/Contrastive-LRP,https://github.com/JindongGu/Contrastive-LRP,2019-09-02T22:31:59+00:00,2024-09-09T03:44:03+00:00,2022-06-24T22:56:27+00:00,Python,17,2,17,3,False,[],A pytorch implemention of the Explainable AI work 'Contrastive layerwise relevance propagation (CLRP)'
8,"""explainable AI""",hou-yz/color_distillation,https://github.com/hou-yz/color_distillation,2019-10-16T12:33:04+00:00,2025-04-22T12:20:57+00:00,2021-03-31T07:33:24+00:00,Python,54,14,54,0,False,"['image-compression', 'color-quantization', 'pytorch', 'explainable-ai']","[CVPR 2020] ""Learning to Structure an Image with Few Colors"". Critical structure for network recognition. #explainable-ai  "
9,"""explainable AI""",Fabien-Couthouis/XAI-in-RL,https://github.com/Fabien-Couthouis/XAI-in-RL,2019-12-18T17:06:35+00:00,2024-11-22T08:15:35+00:00,2023-02-15T21:42:24+00:00,Python,18,8,18,8,False,[],
10,"""explainable AI""",nuwuxian/rl_attack,https://github.com/nuwuxian/rl_attack,2020-01-02T14:41:56+00:00,2025-05-07T06:55:48+00:00,2023-03-24T23:34:40+00:00,Python,27,6,27,3,False,[],
11,"""explainable AI""",aildnont/HIFIS-model,https://github.com/aildnont/HIFIS-model,2020-01-07T13:29:00+00:00,2024-07-10T18:37:22+00:00,2024-07-10T18:37:22+00:00,Python,16,9,16,1,False,"['machine-learning', 'machine-learning-algorithms', 'homelessness', 'artificial-intelligence', 'rnn']",Machine learning models for prediction of chronic homelessness using the HIFIS Application.
12,"""explainable AI""",smaranjitghose/DeepPixel,https://github.com/smaranjitghose/DeepPixel,2020-02-20T09:35:49+00:00,2022-09-04T16:33:18+00:00,2021-01-25T13:29:47+00:00,Python,22,37,22,2,False,"['deeplearning', 'computer-vision', 'image-processing', 'python', 'hacktoberfest']",An open-source Python package for making computer vision and image processing simpler
13,"""explainable AI""",xgdsmileboy/SE-Papers,https://github.com/xgdsmileboy/SE-Papers,2020-02-20T06:45:56+00:00,2024-10-25T11:19:37+00:00,2021-10-14T11:54:53+00:00,Python,18,5,18,0,False,[],This repo aims at providing a simple paper reading roadmap for beginners on some research topics in software engineering.
14,"""explainable AI""",MNoorFawi/pytholog,https://github.com/MNoorFawi/pytholog,2020-03-15T21:58:56+00:00,2025-05-08T12:55:31+00:00,2023-01-28T02:27:35+00:00,Python,123,19,123,8,False,"['symbolic-artificial-intelligence', 'logic-programming', 'neuro-symbolic-learning', 'python', 'prolog', 'prolog-syntax', 'backtracking']",Python library that enables using prolog syntax and logic programming in python
15,"""explainable AI""",IPINGCHOU/NTU_MachineLearning,https://github.com/IPINGCHOU/NTU_MachineLearning,2020-03-12T12:33:29+00:00,2024-10-31T17:00:59+00:00,2020-06-30T16:38:38+00:00,Python,28,9,28,1,False,[],108-2 Machine Learning (機器學習)
16,"""explainable AI""",deel-ai/xplique,https://github.com/deel-ai/xplique,2020-04-05T15:25:54+00:00,2025-05-21T09:22:19+00:00,2024-10-08T15:52:49+00:00,Python,689,58,689,10,False,"['xai', 'explainable-ai', 'explainable-ml', 'interpretability']",👋 Xplique is a Neural Networks Explainability Toolbox
17,"""explainable AI""",peterbhase/InterpretableNLP-ACL2020,https://github.com/peterbhase/InterpretableNLP-ACL2020,2020-04-30T03:40:04+00:00,2025-03-11T05:09:59+00:00,2024-01-17T18:39:54+00:00,Python,46,3,46,2,False,[],"Code for ""Evaluating Explainable AI: Which Algorithmic Explanations Help Users Predict Model Behavior?"""
18,"""explainable AI""",ivan-bilan/The-NLP-Pandect,https://github.com/ivan-bilan/The-NLP-Pandect,2020-05-31T14:04:29+00:00,2025-05-16T14:10:54+00:00,2024-10-06T14:42:26+00:00,Python,2024,283,2024,2,False,"['nlp', 'naturallanguageprocessing', 'awesome-list', 'deeplearning', 'natural-language-processing', 'pandect']",A comprehensive reference for all topics related to Natural Language Processing
19,"""explainable AI""",zj-zhang/AMBER,https://github.com/zj-zhang/AMBER,2020-05-02T03:12:28+00:00,2025-05-04T12:50:29+00:00,2023-11-15T23:09:08+00:00,Python,44,11,44,6,False,"['automl', 'biomedicine', 'deep-learning', 'genomics', 'keras', 'pytorch']",Automated Modelling for Biological Evidence-based Research
20,"""explainable AI""",joyjitchatterjee/XAI4Wind,https://github.com/joyjitchatterjee/XAI4Wind,2020-05-26T14:47:08+00:00,2025-05-04T07:02:03+00:00,2022-05-14T10:56:48+00:00,Python,16,7,16,0,False,[],Supplementary data for utilising knowledge graph databases towards explainable decision support in wind turbines.
21,"""explainable AI""",GoogleCloudPlatform/explainable_ai_sdk,https://github.com/GoogleCloudPlatform/explainable_ai_sdk,2020-06-02T18:02:03+00:00,2024-10-20T04:38:28+00:00,2022-01-25T00:48:52+00:00,Python,25,12,25,4,False,[],This is an SDK for Google Cloud Explainable AI service. Explainable AI SDK helps users build explanation metadata for their models and visualize feature attributions returned from the model.
22,"""explainable AI""",SRI-AIC/InterestingnessXRL,https://github.com/SRI-AIC/InterestingnessXRL,2020-06-11T17:39:46+00:00,2025-05-09T11:27:19+00:00,2021-05-22T01:25:52+00:00,Python,21,5,21,2,False,[],A python library for eXplainable Reinforcement Learning (XRL) based on the concept of interestingness elements. 
23,"""explainable AI""",lalonderodney/X-Caps,https://github.com/lalonderodney/X-Caps,2020-06-09T02:12:07+00:00,2025-05-09T15:54:47+00:00,2023-03-24T22:33:41+00:00,Python,21,7,21,3,False,[],Official Code Repository for Encoding Visual Attributes in Capsules for Explainable Medical Diagnoses (X-Caps)
