total_index,keyword_source,full_name,html_url,create_date,update_date,pushed_date,language,stars,forks,watchers,open_issues,is_fork,topics,description
0,"""robotics AI""",rockingdingo/gym-gomoku,https://github.com/rockingdingo/gym-gomoku,2017-02-10T09:44:41+00:00,2025-05-20T12:37:04+00:00,2024-10-11T17:00:41+00:00,Python,89,27,89,2,False,[],"OpenAI Gym Env for game Gomoku(Five-In-a-Row, 五子棋, 五目並べ, omok, Gobang,...)"
1,"""robotics AI""",jwenjian/ghiblog,https://github.com/jwenjian/ghiblog,2019-04-30T01:25:57+00:00,2025-05-14T14:56:48+00:00,2023-05-08T02:40:10+00:00,Python,349,45,349,292,False,"['blog', 'github-issues-blog', 'python', 'markdown', 'gfm', 'ghi', 'ghiblog', 'wordcloud', 'actions', 'github-actions']","GitHub Issues Blog, powered by GitHub Issues and GitHub Actions"
2,"""robotics AI""",LiveXY/ai-robot,https://github.com/LiveXY/ai-robot,2019-10-19T12:21:05+00:00,2025-04-22T12:20:59+00:00,2020-06-20T06:55:03+00:00,Python,36,7,36,0,False,"['ai-robot', 'snowboy', 'chat-robot', 'music-robot', 'smart-speakers', 'raspberry-pi']",ai-robot是一个中文人工智能机器人。支持语音唤起、智能音箱、对话机器人
3,"""robotics AI""",VEX-Robotics-AI/VEX-Robotics,https://github.com/VEX-Robotics-AI/VEX-Robotics,2020-08-10T05:17:57+00:00,2025-01-18T03:25:29+00:00,2023-11-08T00:00:02+00:00,Python,19,9,19,0,False,[],VEX Robotics
4,"""robotics AI""",matinho13/SentiArt,https://github.com/matinho13/SentiArt,2020-11-17T06:56:43+00:00,2025-05-16T10:36:42+00:00,2024-09-17T08:03:39+00:00,Python,18,7,18,0,False,"['sentiment-analysis', 'nlp-machine-learning', 'digital-humanities', 'neurocognitive-poetics']",A simple vector space model based tool for sentiment analysis of literary texts
